0 ,
1.06946 ,
1.10516 ,
1.14461 ,
1.18907 ,
1.23927 ,
1.30025 ,
1.37734 ,
1.47118 ,
1.59853 ,
1.78145 ,
2.06002 ,
2.58728 ,
4.9159 ,
0.134106 ,
0.0810849 ,
0.0606974 ,
0.048153 ,
0.0417856 ,
0.0386304 ,
0.0359097 ,
0.0332902 ,
0.030616 ,
0.0282376 ,
0.0259458 ,
0.0238119 ,
0.021842 ,
0.0199781 ,
0.0183263 ,
0.0168034 ,
0.0152679 ,
0.0139127 ,
0.0127052 ,
0.0115085 ,
0.010458 ,
0.00952565 ,
0.00866877 ,
0.00786334 ,
0.00715208 ,
0.00652099 ,
0.00596444 ,
0.00544762 ,
0.00502166 ,
0.00467096 ,
0.00430515 ,
0.00400129 ,
0.00373247 ,
0.00350243 ,
0.00328715 ,
0.0030729 ,
0.00286807 ,
0.00269931 ,
0.0025863 ,
0.00244374 ,
0.00230046 ,
0.0021875 ,
0.00207806 ,
0.00197598 ,
0.00187945 ,
0.00181235 ,
0.00172407 ,
0.00167505 ,
0.00160093 ,
0.00153795 ,
0.00148713 ,
0.00141914 ,
0.00135992 ,
0.00130336 ,
0.0012752 ,
0.00122547 ,
0.00118436 ,
0.00114526 ,
0.00111099 ,
0.00107438 ,
0.00103416 ,
0.00100499 ,
0.000986013 ,
0.000959311 ,
0.000928137 ,
0.000903463 ,
0.000875295 ,
0.000846918 ,
0.000817828 ,
0.00079881 ,
0.000787781 ,
0.000763177 ,
0.000747167 ,
0.000735683 ,
0.000709671 ,
0.000702791 ,
0.000684961 ,
0.000669882 ,
0.000666198 ,
0.0006496 ,
0.000629202 ,
0.000621871 ,
0.000597988 ,
0.00060737 ,
0.000581113 ,
0.000569255 ,
0.000553802 ,
0.000545805 ,
0.000540839 ,
0.000520102 ,
0.000504585 ,
0.000499789 ,
0.000482815 ,
0.000485936 ,
0.000486687 ,
0.000485297 ,
0.000464229 ,
0.000456658 ,
0.000441871 ,
0.000435206 ,
0.000432745 ,
0.000424689 ,
0.000409362 ,
0.000397209 ,
