model,calculusType,cell,alpha_0,beta_0,r_nucleus,D_t,radiation_type,particle,meanEnergy,meanEnergy_sigma,meanLET,meanLET_sigma,LETd,LETd_sigma,nFractions,timeSpacing,fracDeliveryTime,alpha,beta,alpha_sigma,beta_sigma
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG323.mixedField,7.99559,3.94096,0.0271668,0.045367,0.102927,0.039349,1,0,0,3.2118,0.00104314,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG324.mixedField,7.72995,3.91778,0.0281998,0.0459587,0.103101,0.0387223,1,0,0,3.23854,0.000973953,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG325.mixedField,7.94093,4.18453,0.0290735,0.0461876,0.102449,0.0367454,1,0,0,3.30618,0.000837785,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG326.mixedField,7.90911,4.11425,0.02931,0.0471561,0.105178,0.0378556,1,0,0,3.22672,0.000845224,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG327.mixedField,8.13774,4.20404,0.0283331,0.0458007,0.10237,0.0372021,1,0,0,3.2908,0.000880013,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG328.mixedField,8.40685,4.34296,0.0282188,0.0458175,0.102611,0.0368671,1,0,0,3.29992,0.000851279,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG329.mixedField,8.18217,4.14638,0.0289489,0.0478446,0.108023,0.0390823,1,0,0,3.13469,0.000858693,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG330.mixedField,8.08096,4.31608,0.0308502,0.0490016,0.108683,0.0372972,1,0,0,3.17512,0.0007136,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG331.mixedField,8.17132,4.03349,0.0316975,0.0544255,0.125147,0.0437553,1,0,0,2.77336,0.000740032,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG332.mixedField,8.05974,4.26664,0.0311972,0.0500231,0.111407,0.0382145,1,0,0,3.10844,0.000708842,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG333.mixedField,8.10142,4.10961,0.0283289,0.0465328,0.104763,0.0384683,1,0,0,3.21419,0.000906838,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG334.mixedField,8.03623,3.88515,0.0265985,0.0450611,0.102937,0.0400591,1,0,0,3.18818,0.00110817,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG335.mixedField,7.86931,3.93924,0.0261676,0.042643,0.0956591,0.0372871,1,0,0,3.41628,0.00112611,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG336.mixedField,7.52677,3.83918,0.0293448,0.0476787,0.106812,0.0396164,1,0,0,3.14644,0.00092219,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG337.mixedField,7.96012,4.11667,0.0313078,0.0512231,0.115115,0.0400412,1,0,0,3.00211,0.000737612,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG338.mixedField,8.42441,4.21594,0.0265643,0.0439399,0.099245,0.0373217,1,0,0,3.34018,0.00100041,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG339.mixedField,7.65355,3.87951,0.0250887,0.0398375,0.0883453,0.0354069,1,0,0,3.62937,0.00124864,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG340.mixedField,7.8366,3.94565,0.0290807,0.0480571,0.108497,0.0399837,1,0,0,3.10421,0.000907934,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG341.mixedField,7.88274,4.34562,0.033016,0.0512785,0.112659,0.0371193,1,0,0,3.11127,0.000612635,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG342.mixedField,8.07795,4.04578,0.0274553,0.0453503,0.102364,0.0384738,1,0,0,3.24989,0.000985368,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG343.mixedField,7.78899,4.07874,0.0290029,0.0461833,0.102544,0.0372271,1,0,0,3.29494,0.000872015,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG344.mixedField,7.95787,3.95474,0.0295547,0.049686,0.113084,0.0412894,1,0,0,2.99574,0.00087593,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG345.mixedField,7.99411,4.17257,0.0297086,0.047831,0.106717,0.0379225,1,0,0,3.19261,0.000805987,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG346.mixedField,8.22006,4.07768,0.0304888,0.0518432,0.118643,0.0420931,1,0,0,2.89728,0.000790089,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG347.mixedField,8.23331,4.38959,0.0343866,0.0556711,0.124517,0.0401123,1,0,0,2.85267,0.000560623,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG348.mixedField,7.8338,3.95946,0.0263441,0.0426709,0.0954603,0.0380374,1,0,0,3.43991,0.0011026,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG349.mixedField,7.84789,4.15206,0.0281506,0.0442267,0.0976341,0.0357008,1,0,0,3.43857,0.000904353,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG350.mixedField,8.42762,4.36572,0.0295762,0.0482902,0.108421,0.0379244,1,0,0,3.15839,0.000768874,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG351.mixedField,8.25827,4.01261,0.0280925,0.0480706,0.110349,0.0411686,1,0,0,3.03807,0.000951183,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG352.mixedField,8.30572,3.96392,0.0263091,0.0452591,0.104168,0.0404508,1,0,0,3.15409,0.00110178,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG353.mixedField,8.51599,4.129,0.0251804,0.04251,0.0969464,0.0378673,1,0,0,3.36518,0.00114414,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG354.mixedField,8.00744,4.01426,0.0281728,0.046651,0.105422,0.0392083,1,0,0,3.17477,0.000946651,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG355.mixedField,8.02584,4.11576,0.0274584,0.0443392,0.0990562,0.0369186,1,0,0,3.36197,0.000962971,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG356.mixedField,8.76451,4.24312,0.0260911,0.0446402,0.102468,0.038821,1,0,0,3.22874,0.00102825,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG357.mixedField,8.86864,4.41548,0.031227,0.0536839,0.123518,0.0418355,1,0,0,2.82257,0.000674671,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG358.mixedField,8.73238,4.49656,0.0283117,0.0464071,0.10438,0.0368861,1,0,0,3.26353,0.000807793,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG359.mixedField,8.2414,4.12908,0.0269932,0.0445743,0.100599,0.0378381,1,0,0,3.30002,0.000994715,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG360.mixedField,8.53261,4.2404,0.0289786,0.0490762,0.112091,0.0401845,1,0,0,3.04011,0.000833335,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG361.mixedField,8.29782,4.40319,0.0318853,0.0513841,0.114692,0.0383891,1,0,0,3.04623,0.000651344,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG362.mixedField,7.63298,3.90758,0.0259092,0.0411325,0.0912098,0.0367778,1,0,0,3.56989,0.00115802,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG363.mixedField,8.43343,4.11328,0.0270871,0.0460458,0.105361,0.0396619,1,0,0,3.15839,0.000992683,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG364.mixedField,8.33472,4.31811,0.0280012,0.045222,0.101035,0.03653,1,0,0,3.34108,0.000870725,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG365.mixedField,7.92412,4.07121,0.0277366,0.0447068,0.0997966,0.0371508,1,0,0,3.34025,0.000958223,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG366.mixedField,8.3051,3.87706,0.0242163,0.0417874,0.0963243,0.0394538,1,0,0,3.31776,0.00133594,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG367.mixedField,8.35665,4.08898,0.0276176,0.0469036,0.107275,0.040067,1,0,0,3.11627,0.000961892,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG368.mixedField,8.35715,4.18964,0.0289024,0.0483828,0.109895,0.0396436,1,0,0,3.0918,0.00085062,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG369.mixedField,8.72967,4.33133,0.0262546,0.0439427,0.0998021,0.0373311,1,0,0,3.32597,0.000989187,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG370.mixedField,8.31208,3.92951,0.024654,0.042225,0.0969728,0.0391196,1,0,0,3.31466,0.00126883,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG371.mixedField,8.82378,4.3401,0.0267334,0.045334,0.10361,0.0383593,1,0,0,3.22903,0.000950779,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG372.mixedField,9.05419,4.55198,0.0290013,0.0490273,0.111883,0.0389041,1,0,0,3.07545,0.000753055,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG373.mixedField,8.77392,4.39902,0.0253381,0.0417621,0.0941702,0.0356247,1,0,0,3.49441,0.00104074,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG374.mixedField,8.56267,4.46284,0.0298449,0.0486431,0.109127,0.0376177,1,0,0,3.15866,0.000733008,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG375.mixedField,9.13281,4.51789,0.026214,0.0442979,0.101071,0.0371896,1,0,0,3.31329,0.000932411,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG376.mixedField,8.83124,4.3089,0.0251971,0.0425803,0.0971532,0.0372275,1,0,0,3.38135,0.0010812,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG377.mixedField,8.65122,4.15143,0.0273031,0.0473732,0.1095,0.0408954,1,0,0,3.05959,0.000964695,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG378.mixedField,9.19971,4.22357,0.0260039,0.0470597,0.111168,0.0422675,1,0,0,2.99322,0.00102775,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG379.mixedField,8.84202,4.29489,0.0268828,0.0461736,0.10619,0.0393874,1,0,0,3.15359,0.000952723,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG380.mixedField,9.29056,4.36599,0.0235229,0.0409397,0.094775,0.0374898,1,0,0,3.41267,0.0012085,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG381.mixedField,9.20216,4.31624,0.0254835,0.0450538,0.105137,0.0400522,1,0,0,3.14439,0.00104395,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG382.mixedField,9.33395,4.4716,0.0250232,0.0433393,0.100085,0.0379285,1,0,0,3.30347,0.00103574,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG383.mixedField,9.35215,4.4899,0.0247441,0.0426956,0.0984148,0.0374506,1,0,0,3.3445,0.00105376,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG384.mixedField,8.84625,4.51191,0.0271296,0.0446246,0.100531,0.0362977,1,0,0,3.35591,0.000871331,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG385.mixedField,9.16166,4.51513,0.0297177,0.0514353,0.118742,0.0409218,1,0,0,2.91645,0.000724247,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG386.mixedField,9.26842,4.43926,0.0271105,0.0475754,0.110599,0.0403012,1,0,0,3.05617,0.000889918,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG387.mixedField,9.47051,4.61918,0.0266242,0.0459619,0.105969,0.0383252,1,0,0,3.18283,0.000875633,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG388.mixedField,9.29844,4.42307,0.0247946,0.0431237,0.099797,0.0381805,1,0,0,3.29969,0.00106987,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG389.mixedField,8.74904,4.4146,0.0295153,0.0496295,0.112966,0.0393928,1,0,0,3.03882,0.000761163,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG390.mixedField,8.64618,4.28166,0.0289549,0.0492896,0.11286,0.0403097,1,0,0,3.02334,0.000824298,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG391.mixedField,8.83627,4.43728,0.0272509,0.0454999,0.103221,0.0374618,1,0,0,3.26231,0.000882799,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG392.mixedField,9.08259,4.35972,0.0305105,0.0542401,0.126936,0.0437745,1,0,0,2.73414,0.000717838,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG393.mixedField,8.96486,4.38335,0.0271198,0.0464689,0.106743,0.0390729,1,0,0,3.15591,0.000905542,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG394.mixedField,8.12924,3.95382,0.0266019,0.0449139,0.102433,0.0395583,1,0,0,3.21125,0.00108402,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG395.mixedField,8.85807,4.32587,0.0303962,0.0529845,0.122755,0.042538,1,0,0,2.81593,0.000736288,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG396.mixedField,8.57113,4.56855,0.0307348,0.0492987,0.10981,0.0368586,1,0,0,3.16207,0.000667715,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG397.mixedField,9.38289,4.72138,0.0288127,0.048867,0.111692,0.0383732,1,0,0,3.08524,0.000725659,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG398.mixedField,9.33691,4.37616,0.0245457,0.0432237,0.10066,0.0388941,1,0,0,3.25964,0.00110538,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBG399.mixedField,9.32195,4.55308,0.0271375,0.0468219,0.107922,0.0388817,1,0,0,3.13427,0.000859731,0,0
