model,calculusType,cell,alpha_0,beta_0,r_nucleus,D_t,radiation_type,particle,meanEnergy,meanEnergy_sigma,meanLET,meanLET_sigma,LETd,LETd_sigma,nFractions,timeSpacing,fracDeliveryTime,alpha,beta,alpha_sigma,beta_sigma
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG179.mixedField,6.10816,3.36115,0.0340389,0.051237,0.111163,0.0400037,1,0,0,3.0786,0.000802643,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG180.mixedField,6.21672,3.54469,0.0331969,0.0483217,0.103535,0.0368034,1,0,0,3.30387,0.00078132,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG181.mixedField,6.32254,3.51633,0.0330719,0.0493284,0.106648,0.0382371,1,0,0,3.20678,0.00080146,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG182.mixedField,6.23112,3.51152,0.0349947,0.0519501,0.112115,0.0389962,1,0,0,3.09416,0.000712602,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG183.mixedField,6.34185,3.49644,0.0343758,0.0520341,0.113139,0.0398946,1,0,0,3.05354,0.000747746,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG184.mixedField,6.14734,3.41064,0.0326497,0.0484813,0.104639,0.0382133,1,0,0,3.23956,0.000852172,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG185.mixedField,6.05308,3.32346,0.0321578,0.0479593,0.103683,0.0389391,1,0,0,3.24669,0.000914561,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG186.mixedField,6.37041,3.68775,0.0344925,0.0500337,0.10707,0.0366676,1,0,0,3.23795,0.0006849,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG187.mixedField,6.17599,3.36816,0.0310315,0.046382,0.100358,0.0378839,1,0,0,3.33062,0.000962937,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG188.mixedField,5.93564,3.39018,0.0353207,0.0514989,0.110408,0.0386826,1,0,0,3.12798,0.000729193,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG189.mixedField,6.06828,3.44193,0.0345296,0.0507422,0.109097,0.0396691,1,0,0,3.17143,0.000746252,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG190.mixedField,6.09574,3.48084,0.0341869,0.0498007,0.106733,0.0376209,1,0,0,3.22572,0.000750993,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG191.mixedField,6.26243,3.40708,0.0318477,0.048053,0.104352,0.0387184,1,0,0,3.22766,0.000903146,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG192.mixedField,6.22853,3.54421,0.0344892,0.0506355,0.10883,0.0379515,1,0,0,3.17226,0.000723688,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG193.mixedField,6.03379,3.40162,0.032142,0.0467629,0.100176,0.036835,1,0,0,3.36328,0.000882676,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG194.mixedField,6.15576,3.50478,0.0330453,0.0480524,0.10292,0.0368353,1,0,0,3.31776,0.00079942,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG195.mixedField,6.35239,3.5124,0.0336216,0.0505898,0.109743,0.0390605,1,0,0,3.13074,0.000777418,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG196.mixedField,6.33786,3.50003,0.0336257,0.0506355,0.109875,0.0391645,1,0,0,3.12593,0.00078075,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG197.mixedField,6.22289,3.44117,0.0323914,0.0482635,0.104304,0.038139,1,0,0,3.25189,0.000858757,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG198.mixedField,6.06962,3.38928,0.0344816,0.0512877,0.110767,0.0393933,1,0,0,3.10138,0.000770792,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG199.mixedField,6.37764,3.55526,0.0327932,0.0488051,0.105428,0.0377908,1,0,0,3.24054,0.000804046,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG200.mixedField,6.26792,3.51628,0.032284,0.0475091,0.102198,0.0370525,1,0,0,3.3229,0.000839327,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG201.mixedField,6.26983,3.44435,0.0324792,0.0487637,0.105692,0.0386141,1,0,0,3.20765,0.000854803,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG202.mixedField,6.23035,3.52386,0.0331644,0.0486355,0.104488,0.0372901,1,0,0,3.26868,0.000790581,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG203.mixedField,6.4344,3.67047,0.0335216,0.0491187,0.105494,0.0368053,1,0,0,3.26243,0.000733679,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG204.mixedField,6.54005,3.60673,0.0329554,0.0497652,0.108105,0.0384811,1,0,0,3.17228,0.000783862,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG205.mixedField,6.44411,3.45794,0.0315389,0.0483182,0.105563,0.0392086,1,0,0,3.1955,0.000908585,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG206.mixedField,6.46735,3.62445,0.0309792,0.0457192,0.0984516,0.0394323,1,0,0,3.44723,0.000878754,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG207.mixedField,6.16645,3.31542,0.0286686,0.0426592,0.092146,0.0365215,1,0,0,3.52289,0.00116235,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG208.mixedField,6.35329,3.47675,0.0329368,0.0498492,0.108382,0.0391919,1,0,0,3.1445,0.000822791,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG209.mixedField,6.22764,3.5072,0.035127,0.0522045,0.112712,0.0391493,1,0,0,3.07494,0.000708319,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG210.mixedField,6.49049,3.55876,0.0336356,0.0511674,0.111473,0.0395018,1,0,0,3.08886,0.000765941,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG211.mixedField,6.30635,3.57265,0.0370763,0.0553488,0.119703,0.040117,1,0,0,2.94448,0.000619567,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG212.mixedField,6.45278,3.55779,0.0324227,0.0487279,0.105655,0.0381362,1,0,0,3.22006,0.000824522,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG213.mixedField,6.55397,3.54242,0.0314498,0.0479794,0.104647,0.0385234,1,0,0,3.23031,0.000885643,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG214.mixedField,6.3104,3.49957,0.0334781,0.0502678,0.108956,0.0407208,1,0,0,3.16007,0.00078646,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG215.mixedField,6.34214,3.59137,0.0360901,0.0537329,0.116091,0.0393737,1,0,0,3.01819,0.000650501,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG216.mixedField,6.38427,3.67363,0.0344368,0.0502271,0.107695,0.0370012,1,0,0,3.22249,0.000691951,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG217.mixedField,6.48399,3.61121,0.033473,0.0501633,0.108649,0.0383026,1,0,0,3.16298,0.00075646,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG218.mixedField,6.56423,3.5716,0.0337348,0.0517895,0.113242,0.0400413,1,0,0,3.04296,0.000759092,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG219.mixedField,6.45957,3.70332,0.03223,0.0467259,0.0999716,0.0354298,1,0,0,3.41092,0.000784184,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG220.mixedField,6.56394,3.66333,0.0334897,0.0501962,0.108727,0.0380869,1,0,0,3.16668,0.000741513,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG221.mixedField,6.48784,3.67347,0.0325325,0.0478083,0.102789,0.036439,1,0,0,3.32893,0.000780485,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG222.mixedField,6.67255,3.62235,0.032872,0.0504867,0.110412,0.039347,1,0,0,3.10831,0.000786071,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG223.mixedField,6.68068,3.7334,0.033491,0.0502808,0.108979,0.0378656,1,0,0,3.17244,0.000722988,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG224.mixedField,6.64798,3.52741,0.0303786,0.0469328,0.102886,0.0386982,1,0,0,3.24863,0.000958156,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG225.mixedField,6.63124,3.58577,0.0289146,0.0434662,0.0942555,0.0360478,1,0,0,3.50353,0.00103335,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG226.mixedField,6.52198,3.68248,0.0340584,0.0506337,0.109334,0.0382279,1,0,0,3.16703,0.000709304,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG227.mixedField,6.62489,3.64258,0.0302376,0.0451758,0.0977316,0.0362249,1,0,0,3.43051,0.000922009,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG228.mixedField,6.66389,3.59559,0.0327082,0.0504589,0.110551,0.0396433,1,0,0,3.09286,0.000802614,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG229.mixedField,6.5864,3.62627,0.0344793,0.0525817,0.114667,0.0397932,1,0,0,3.02867,0.000710348,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG230.mixedField,6.7555,3.72407,0.0320083,0.0483709,0.105106,0.0374735,1,0,0,3.24602,0.000797561,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG231.mixedField,6.87805,3.77329,0.0327986,0.0501354,0.109435,0.0383243,1,0,0,3.14421,0.000746218,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG232.mixedField,6.6425,3.55403,0.0337992,0.0527898,0.11625,0.04121,1,0,0,2.96962,0.000763153,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG233.mixedField,6.76814,3.79386,0.0334965,0.0502581,0.108904,0.0375613,1,0,0,3.1755,0.000706765,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG234.mixedField,6.72113,3.70506,0.0332918,0.0505979,0.110192,0.0385838,1,0,0,3.13169,0.000741447,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG235.mixedField,6.67926,3.76083,0.0336749,0.0502583,0.108683,0.0375078,1,0,0,3.18195,0.000706728,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG236.mixedField,6.66137,3.74712,0.035341,0.0531561,0.115292,0.0388759,1,0,0,3.03946,0.000643925,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG237.mixedField,6.79202,3.71278,0.0344309,0.053089,0.116289,0.0400093,1,0,0,2.99521,0.000691594,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG238.mixedField,6.55377,3.60308,0.0330821,0.0501449,0.10909,0.0387844,1,0,0,3.14149,0.000779322,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG239.mixedField,6.64685,3.66261,0.0320807,0.0483855,0.105058,0.0376808,1,0,0,3.24744,0.000811703,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG240.mixedField,6.89383,3.82069,0.0336379,0.0511682,0.111472,0.0382929,1,0,0,3.10989,0.000695996,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG241.mixedField,6.82624,3.77509,0.0310096,0.0465519,0.100894,0.0363328,1,0,0,3.36421,0.000834315,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG242.mixedField,6.83996,3.58966,0.0302811,0.0474559,0.104653,0.0391757,1,0,0,3.20692,0.000943992,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG243.mixedField,6.91006,3.939,0.0345847,0.0515107,0.111305,0.037125,1,0,0,3.14828,0.000629213,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG244.mixedField,7.03178,3.83029,0.0314426,0.0481957,0.105318,0.0375041,1,0,0,3.24346,0.000799942,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG245.mixedField,7.00317,3.78533,0.0333276,0.0518997,0.114149,0.0396541,1,0,0,3.02989,0.000721986,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG246.mixedField,6.86129,3.88184,0.0344764,0.0516292,0.111792,0.0375928,1,0,0,3.12821,0.000645709,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG247.mixedField,6.84168,3.81157,0.0328391,0.0494754,0.107379,0.03736,1,0,0,3.21294,0.000731963,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG248.mixedField,7.01834,3.75495,0.0319379,0.0499354,0.110013,0.0398152,1,0,0,3.11915,0.000796301,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG249.mixedField,6.95026,3.74999,0.028109,0.042472,0.092283,0.035132,1,0,0,3.57223,0.00103078,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG250.mixedField,6.79764,3.70313,0.0303616,0.0459854,0.100011,0.0367701,1,0,0,3.36654,0.000896277,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG251.mixedField,6.63207,3.6069,0.0332407,0.0510132,0.111529,0.0395796,1,0,0,3.07889,0.000772454,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG252.mixedField,6.66565,3.6608,0.0326678,0.0495947,0.10796,0.0383832,1,0,0,3.17056,0.000783433,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG253.mixedField,6.71392,3.79386,0.0333484,0.0495761,0.107049,0.0369739,1,0,0,3.23135,0.000711795,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG254.mixedField,6.83173,3.78603,0.0341122,0.0519313,0.113171,0.0387449,1,0,0,3.07042,0.000684595,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG255.mixedField,6.82688,3.67688,0.0334808,0.0521345,0.114662,0.0402428,1,0,0,3.01502,0.000743414,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG256.mixedField,6.82745,3.80405,0.0363492,0.0555657,0.121291,0.040078,1,0,0,2.90923,0.000597,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG257.mixedField,6.9718,3.75455,0.0320632,0.04976,0.109287,0.0388684,1,0,0,3.1308,0.000788914,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG258.mixedField,6.96913,3.80233,0.0303091,0.0460283,0.100209,0.036458,1,0,0,3.37128,0.000868414,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG259.mixedField,7.0093,3.94891,0.0326114,0.0487495,0.105485,0.0362832,1,0,0,3.27147,0.000709663,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG260.mixedField,6.88094,3.78353,0.0329352,0.0502778,0.109688,0.0382768,1,0,0,3.14111,0.000736887,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG261.mixedField,7.14437,3.73915,0.0305307,0.048399,0.107255,0.0393031,1,0,0,3.1559,0.000880998,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG262.mixedField,7.20828,3.87055,0.0315279,0.0491631,0.10819,0.0383776,1,0,0,3.16799,0.000783861,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG263.mixedField,7.35297,3.84669,0.0325862,0.0524536,0.11702,0.0409924,1,0,0,2.95099,0.000741939,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG264.mixedField,7.02664,3.7895,0.0314618,0.0486643,0.106734,0.0381951,1,0,0,3.19821,0.00081095,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG265.mixedField,7.15358,3.74409,0.0289553,0.0454639,0.10034,0.0377741,1,0,0,3.31677,0.000979142,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG266.mixedField,6.84599,3.65225,0.0304799,0.0471342,0.103368,0.0382288,1,0,0,3.25263,0.000908705,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG267.mixedField,7.01368,3.83523,0.0324439,0.0498288,0.108973,0.0386225,1,0,0,3.15988,0.000748471,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG268.mixedField,7.01161,3.87587,0.0343985,0.0527445,0.115274,0.0389455,1,0,0,3.02854,0.000654858,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG269.mixedField,6.97183,3.89058,0.0334222,0.0505523,0.109884,0.037583,1,0,0,3.15524,0.00068922,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG270.mixedField,7.02779,3.84363,0.0308292,0.0469173,0.10223,0.0367088,1,0,0,3.31905,0.000828202,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG271.mixedField,6.80939,3.54129,0.0291421,0.0456675,0.100706,0.0387046,1,0,0,3.28362,0.00103936,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG272.mixedField,6.97101,3.86403,0.0330702,0.0502432,0.109404,0.0377533,1,0,0,3.16462,0.000711286,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG273.mixedField,7.01211,3.81831,0.0355814,0.0556567,0.12264,0.0424834,1,0,0,2.88132,0.000624157,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG274.mixedField,7.0822,3.7121,0.0316214,0.0502949,0.111617,0.0402659,1,0,0,3.05406,0.000827036,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG275.mixedField,7.40963,3.99408,0.0308747,0.0488947,0.108307,0.0552763,1,0,0,3.23901,0.000785421,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG276.mixedField,7.12431,3.88258,0.0326105,0.0503579,0.110374,0.0383691,1,0,0,3.12953,0.000731189,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG277.mixedField,7.0914,3.92394,0.0340803,0.0522187,0.114091,0.0385433,1,0,0,3.06256,0.000657533,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG278.mixedField,7.14121,3.98678,0.031168,0.0467559,0.101308,0.0355723,1,0,0,3.37448,0.00076631,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG279.mixedField,7.5527,4.07705,0.0299159,0.0463527,0.101736,0.0362764,1,0,0,3.33873,0.00081528,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG280.mixedField,7.23134,3.82386,0.032178,0.0510708,0.113234,0.0399892,1,0,0,3.03357,0.000770038,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG281.mixedField,7.80961,4.09902,0.0304938,0.0488888,0.108874,0.0384196,1,0,0,3.14752,0.000782567,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG282.mixedField,7.50149,3.88104,0.0295219,0.0473762,0.105551,0.038817,1,0,0,3.19145,0.000897571,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG283.mixedField,7.56,3.9618,0.0288731,0.0456746,0.101126,0.0372649,1,0,0,3.32284,0.000913049,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG284.mixedField,7.25788,3.89839,0.0330584,0.0519722,0.114766,0.0396072,1,0,0,3.02031,0.00070574,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG285.mixedField,7.33604,3.98512,0.031177,0.0481455,0.105526,0.0371687,1,0,0,3.24855,0.000771572,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG286.mixedField,7.2336,3.97919,0.0346542,0.0536544,0.117726,0.0392354,1,0,0,2.98145,0.000622028,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG287.mixedField,7.29314,4.02589,0.0323043,0.0494034,0.107858,0.0370853,1,0,0,3.20923,0.000706289,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG288.mixedField,7.29695,3.82493,0.0286359,0.0449508,0.0991967,0.037242,1,0,0,3.36168,0.000970293,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG289.mixedField,7.28022,3.93774,0.0304364,0.0469382,0.102823,0.0368627,1,0,0,3.3053,0.00082297,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG290.mixedField,7.19915,3.87334,0.0295387,0.0454476,0.0994633,0.0364706,1,0,0,3.38459,0.000893143,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG291.mixedField,7.16346,3.78088,0.0308395,0.0486199,0.107491,0.0389868,1,0,0,3.16082,0.000850858,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG292.mixedField,7.51147,3.79357,0.0268069,0.0431739,0.0963407,0.0376665,1,0,0,3.3896,0.00112449,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG293.mixedField,7.36125,3.76492,0.0309023,0.0503553,0.112956,0.0410949,1,0,0,3.01067,0.000850515,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG294.mixedField,7.44176,3.95599,0.0293188,0.0457887,0.100829,0.0368429,1,0,0,3.33829,0.000885275,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG295.mixedField,7.23196,3.87885,0.0312153,0.048669,0.107097,0.0381581,1,0,0,3.19285,0.000797938,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG296.mixedField,7.44443,3.88391,0.0304395,0.0486775,0.108282,0.0391579,1,0,0,3.1363,0.000842111,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG297.mixedField,7.43135,3.94858,0.0296602,0.0464279,0.102335,0.0372005,1,0,0,3.29903,0.000866944,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG298.mixedField,7.54498,4.17989,0.0322068,0.0493226,0.107741,0.0365051,1,0,0,3.22445,0.000677005,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG299.mixedField,7.38803,4.05249,0.0332245,0.0514187,0.112801,0.0381462,1,0,0,3.09316,0.000662509,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG300.mixedField,7.10932,3.86441,0.0314448,0.0483701,0.10585,0.0375737,1,0,0,3.2255,0.000792072,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldQG301.mixedField,7.24437,3.90083,0.03193,0.0498028,0.10961,0.0384973,1,0,0,3.13449,0.0007563,0,0
